36468,Wolverine (2010) #13,13,39296,39,"Slashing through an army of enemies, Wolverine makes his way through the Red Right Hand's base. Rapidly approaching the center of the base, Wolverine fights Gunhawk, a warrior whose ability rivals his own. Who will win in this battle to the death? ", | Iron Man | Wolverine, | writer:Jason Aaron | penciller:Renato Guedes | penciller (cover):Jae Lee,, | onsaleDate:2011-08-03T00:00:00-0400 | focDate:2011-07-11T00:00:00-0400 | unlimitedDate:2012-12-05T00:00:00-0500 | digitalPurchaseDate:2012-03-20T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,8
 
