39293,Criminal: The Last of the Innocent (2011) #3,3,13265,166,"The best-selling crime series continues its rollercoaster ride of death and mayhem! The murder was bad enough, but the coverup will worse than the crime, especially with a one-time boy detective hot on Riley Richards' trail and Teeg Lawless trying to stir up trouble. And remember, Criminal is filled with articles and illustartions that are only available in the single issues, making it the best bargain on the stands!",, | writer:Ed Brubaker | penciller (cover):Sean Phillips,, | onsaleDate:2011-08-10T00:00:00-0400 | focDate:2011-07-19T00:00:00-0400, | printPrice:3.5 ,2011,8

