26284,Secret Warriors (2008) #11,11,30748,68,"WAKE THE BEAST PART 1 One month later. Nick Fury's got an army. Hydra goes to war. Leviathan reveals itself. Things are heating up! ", | Gorgon | Hydra | Nick Fury | Secret Warriors, | inker:Stefano Caselli | inker:Mark Morales | penciller:Jim Cheung | writer:Jonathan Hickman | letterer:Dave Lanphear | colorist:Justin Ponsor,, | onsaleDate:2009-12-23T00:00:00-0500 | focDate:2009-12-03T00:00:00-0500 | unlimitedDate:2010-09-09T00:00:00-0400 | digitalPurchaseDate:2012-01-03T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,12
 
