16135,Irredeemable Ant-Man (2006) #11,11,16015,142,"Face-to-face with Mitch Carson, the agent he horribly scarred during his initial escape from S.H.I.E.L.D. â€"" Eric O'Grady is in a bit of a pickle. How will he get out of this one? ",, | colorist:Bill Crabtree | penciller:Phil Hester | writer:Robert Kirkman | inker:Ande Parks | letterer:Rus Wooton,, | onsaleDate:2007-08-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-08-01T00:00:00-0400 | digitalPurchaseDate:2012-10-30T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2007,8
 
