29749,Black Widow (2010) #2,2,23384,86,"Black Widow has narrowly escaped death. Recovering from her near-fatal injuries, Natasha sets out on a mission of retaliation! But what do Iron Man and Wolverine know about her attacker and why won't they help her? Find out here! ", | Black Widow | Elektra | Hawkeye | Iron Man | Lady Bullseye | Pepper Potts | Winter Soldier | Wolverine, | penciler:Daniel Acuna | editor:Alejandro Arbona | editor:Ralph Macchio | editor:Joe Quesada | penciller (cover):Stephanie Hans | writer:Marjorie Liu | letterer:Nate Piekos,, | onsaleDate:2010-05-12T00:00:00-0400 | focDate:2010-04-22T00:00:00-0400 | unlimitedDate:2011-01-24T00:00:00-0500 | digitalPurchaseDate:2010-11-09T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2010,5
 
