23661,Punisher (2008) #2,2,36519,39,LIVING IN THE DARKNESS PART 2 The Punisher's target has been revealed. Will Castle take the shot?, | Punisher, | penciller:Mike McKone, | Dark Reign, | onsaleDate:2009-02-04T00:00:00-0500 | focDate:2009-01-15T00:00:00-0500 | unlimitedDate:2011-04-21T16:27:56-0400 | digitalPurchaseDate:2011-05-10T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,2
 23662,Punisher (2008) #2,2,36519,39,"These solicits are classified until the release of Secret Invasion #8.
<br>Pick up the free Marvel Previews: Dark Reign Edition in-stores the same day as Secret Invasion #8. (12/3/08)
<br>PARENTAL ADVISORY ...$2.99
<br>", | Punisher, | colorist:Dan Brown | colorist:Daniel Freedman | colorist:Morry Hollowell | letterer:Joe Caramagna | other:Chris Eliopoulos | inker:Mike McKone | penciller:Jerome Opena | writer:Rick Remender,, | onsaleDate:2009-02-04T00:00:00-0500 | focDate:2009-01-15T00:00:00-0500, | printPrice:2.99
 
