49512,Original Sin (2014) #4,4,88508,6,"TRUST NO ONE. NOT EVEN YOURSELF. - One hero goes rogue. Another loses his head. - Dr. Strange and the Punisher team up for a daring raid. - And all trails now lead to one suspect. - But he... how is that even possible? ",, | writer:Jason Aaron | artist:Mike Deodato | penciller (cover):Julian Totino Tedesco, | Original Sin, | onsaleDate:2014-06-18T00:00:00-0400 | focDate:2014-06-04T00:00:00-0400 | unlimitedDate:2014-12-15T00:00:00-0500 | digitalPurchaseDate:2014-06-18T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
