49629,Miracleman (2014) #9,9,16466,136,"- The battle with Gargunza has ended. - The birth of Miracleman and Liz Moran's baby! - And a shocking surprise ending in this groundbreaking issue! - Including material originally presented in MIRACLEMAN (1985) #9, plus bonus content. ",, | penciller (cover):Rick Veitch,, | onsaleDate:2014-08-06T00:00:00-0400 | focDate:2014-07-23T00:00:00-0400, | printPrice:4.99
 
