20977,Captain America (2004) #37,37,80619,12,"THE MAN WHO BOUGHT AMERICA Part 1 With a new Cap now established, things go from bad to worse as the Red Skull makes an unexpected move for the very soul of America! And what was it that Sharon Carter saw at the end of the last issue? ",, | writer:Ed Brubaker | letterer:Joe Caramagna | colorist:Frank D'Armata | artist:Steve Epting | penciller (cover):Butch Guice,, | onsaleDate:2008-04-16T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-11-19T00:00:00-0500 | digitalPurchaseDate:2010-06-10T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,4
 
