48865,Thunderbolts (2012) #24,24,22619,105,"- The Tbolts turn adventurer as they trek into Central America! - Thrill, chills, and romance in the heart of the jungle! - A mysterious power that's too much for anyone to contain! ",, | artist:Paco Diaz Luque | writer:Charles Soule | penciller (cover):Julian Totino Tedesco,, | onsaleDate:2014-04-09T00:00:00-0400 | focDate:2014-03-26T00:00:00-0400 | unlimitedDate:2014-10-13T00:00:00-0400 | digitalPurchaseDate:2014-04-09T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:2.99
 
