16127,Runaways (2005) #28,28,47710,46,"DEAD END KIDS PART 4 Love is in the air as the Runaways try and return to the present, with the help of a group of runaways themselves. ", | Runaways, | letterer:Joe Caramagna | penciller (cover):Jo Chen | inker:Rick Ketcham | penciller:Michael Ryan | colorist:Christina Strain | writer:Joss Whedon,, | onsaleDate:2007-10-10T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2010-03-23T00:00:00-0400 | digitalPurchaseDate:2011-12-20T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2007,10
 
