40892,Fear Itself (2010) #2,2,17765,121,"The Mighty Thor--imprisoned by his own father! As Odin and the Asgardians leave the Earth to fend for itself against the God of Fear, the Avengers and  the world's remaining heroes battle the unstoppable tide of terror! And then-- the Serpent's Hammers fall! Who are the Worthy? Who shall rise up and join the Serpent as living avatars of his evil? And how can the Avengers respond...to fear itself? ", | Avengers | Odin | Thor, | editor:Tom Brevoort | writer:Matt Fraction | penciller:Stuart Immonen | penciller (cover):Steve McNiven,, | onsaleDate:2011-05-04T00:00:00-0400 | focDate:2011-04-20T00:00:00-0400, | printPrice:3.99 38928,Fear Itself (2010) #2,2,17765,121,"The Mighty Thor--imprisoned by his own father! As Odin and the Asgardians leave the Earth to fend for itself against the God of Fear, the Avengers and  the world's remaining heroes battle the unstoppable tide of terror! And then-- the Serpent's Hammers fall! Who are the Worthy? Who shall rise up and join the Serpent as living avatars of his evil? And how can the Avengers respond...to fear itself? ", | Avengers | Odin | Thor, | editor:Tom Brevoort | writer:Matt Fraction | penciller (cover):Stuart Immonen | penciller (cover):Steve McNiven, | Fear Itself, | onsaleDate:2011-05-04T00:00:00-0400 | focDate:2011-04-20T00:00:00-0400 | unlimitedDate:2012-03-13T00:00:00-0400 | digitalPurchaseDate:2011-09-06T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2011,7

