17227,Captain America (2004) #32,32,73283,16,"THE EPIC DEATH OF CAPTAIN AMERICA STORY CONTINUES!  The Falcon and Black Widow hunt together! Can they save the Winter Soldier from becoming a tool of the Red Skull again? And if they do, will he just go kill Tony Stark?  And what of Agent 13, Sharon Carter, who shot the final bullets into her true love, Steve Rogers, and has seen her life fall apart since then?  Those answers, much action, and more! From the Eisner Award-Winning Best Writer Ed Brubaker and Fan-Favorite Artist Steve Epting.", | Black Widow | Falcon | Iron Man, | writer:Ed Brubaker | colorist:Frank D'Armata | letterer:Chris Eliopoulos | penciller (cover):Steve Epting,, | onsaleDate:2007-11-21T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-10-14T00:00:00-0400 | digitalPurchaseDate:2010-06-30T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2007,11
 
