29092,Secret Avengers (2010) #12,12,50641,27,"Steve Rogers' old friend and fellow soldier John Steele is working with the Shadow Council against the Secret Avengers and against the world. Can Captain America defeat him in time to save his friends? And if all else fails, can the Secret Avengers rise to the occasion and stop this covert menace? ", | Captain America, | editor:Tom Brevoort | writer:Ed Brubaker | penciller:Roberto Delatorre | penciller (cover):Mike Deodato,, | onsaleDate:2011-04-27T00:00:00-0400 | focDate:2011-04-04T00:00:00-0400 | unlimitedDate:2012-10-10T00:00:00-0400 | digitalPurchaseDate:2012-04-17T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,4
 
