36647,Annihilators (2010) #2,2,24117,73,"The Spaceknights and the Dire Wraiths have returned! As the Wraith's deadly foul magic returns, the home world of the Spaceknights looks as if it will be the first to fall. Only the Annihilators stand between the Wraiths and galactic conquest! ", | Beta-Ray Bill | Gladiator (Kallark) | Groot | Quasar (Wendell Vaughn) | Rocket Raccoon | Ronan | Silver Surfer, | writer:Dan Abnett | writer:Andy Lanning | penciller (cover):Alex Garner | penciller:Timothy Green | penciller:Tan Eng Huat | editor:Bill Rosemann,, | onsaleDate:2011-04-06T00:00:00-0400 | focDate:2011-03-23T00:00:00-0400 | unlimitedDate:2012-03-05T00:00:00-0500 | digitalPurchaseDate:2012-05-15T00:00:00-0400, | printPrice:4.99 | digitalPurchasePrice:1.99,2011,4
 
