34598,Red Skull (2010) #1,1,19973,108,"As Berlin descends into chaos and ruin, sinister forces are on the rise, and the men who will form the Nazi Party ascend to power. It is at this time that Johann Schmidt comes of age. Johann has nothing...and how far he would go for power will change the world... ", | Red Skull, | penciller (cover):David Aja | editor:Alejandro Arbona | penciller:MIRKO COLAK | writer:Greg Pak,, | onsaleDate:2011-07-06T00:00:00-0400 | focDate:2011-06-22T00:00:00-0400 | unlimitedDate:2012-05-15T00:00:00-0400 | digitalPurchaseDate:2011-08-03T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,7
 
