20082,Elektra (2001) #5,5,18556,121,, | Elektra, | editor:Kelly Lamy | editor:Nanci Dakesian | editor:Stuart Moore | letterer:Wes Abbot | letterer:Richard Starkings | penciler:Chuck Austen | penciler:Greg Horn | writer:Brian Michael Bendis | colorist:Nathan Eyring,, | onsaleDate:2002-01-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-10-20T00:00:00-0400, | printPrice:0 ,2004,12

