155,Ultimate Six (2003) #4,4,105794,4,"Enter The Ultimates! The Green Goblin wants to destroy SHIELD Director Nick Fury. And so he engineers the spectacular assault on the Triskelion by the entire Sinister Six! Don't miss it! 32 PGS./ALL AGES...$2.25",, | writer:Brian Michael Bendis | penciller:Trevor Hairsine | inker:Danny K. Miki,, | onsaleDate:2003-11-12T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-09-17T00:00:00-0400 | digitalPurchaseDate:2011-02-08T00:00:00-0500, | printPrice:2.25 | digitalPurchasePrice:1.99 ,2003,11

