1838,Black Panther (2005) #3,3,44917,39,"Who is the Black Panther? Part 3 (of 6) Many years ago, Klaw killed the reigning Black Panther â€"" but not without a price. Learn how he did it.... as he readies himself for the death of T'Challa!", | Black Panther, | penciller (cover):Frank Cho | letterer:Chris Eliopoulos | writer:Reginald Hudlin | inker:Klaus Janson | penciller:John Romita JR. | colorist:Dean White,, | onsaleDate:2005-04-13T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2010-07-07T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2005,4
 
