38212,The Mighty Thor (2011) #9,9,38000,48,"The new All-Mothers of Asgardia battle their first threat to the Nine Realms! And Loki tries to expose the imposter thunder god Tanarus by enlisting the help of Doctor Donald Blake? ", | Thor, | artist:Frank D'Armata | artist:Paqual Ferry | artist:Pepe Larraz | writer:Matt Fraction | colorist:Frank Martin | colorist:Wil Quintana | letterer:Joe Sabino, | Shattered Heroes, | onsaleDate:2011-12-28T00:00:00-0500 | focDate:2011-12-05T00:00:00-0500 | unlimitedDate:2013-01-25T00:00:00-0500 | digitalPurchaseDate:2011-12-28T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,12
 
