31529,Invincible Iron Man (2008) #501,501,41517,31,"Why should Tony Stark be the one to benefit from all of his technology? What right does Stark have to keep his miracles to himself? A familiar foe poses these questions to Stark--directly. Plus, Stark Resilient sets out to remake Asgard! ", | Iron Man, | editor:Alejandro Arbona | penciller:Matt Fraction | penciller (cover):Salvador Larroca,, | onsaleDate:2011-02-23T00:00:00-0500 | focDate:2011-02-09T00:00:00-0500 | unlimitedDate:2013-01-10T00:00:00-0500 | digitalPurchaseDate:2011-12-20T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,2
 
