34982,Thor: Asgard's Avenger (2010) #1,1,9251,166,"Verily! The ideal companion for the THOR motion picture! Begin quenching thy curiosity of all things Asgardian with this assemblage of all-new Thor-related profiles in the time-honored OHOTMU manner! Learn of foul rogues such as Malekith, Mangog and the fiery Surtur; lovely visions like Jane Foster, Kelda and Karnilla; mystical items including the Norn Stones and the Oversword; and, of course, heroes worthy of song: the new Thunderstrike, Vidar, Volstagg and an update on the noble Thor himself! Plus: the Nine Worlds of Asgard, an Appendix of its citizenry and more! Featuring new art by Gus Vazquez! Truly, a tome worthy of the gods! Miss it not! ", | Thor, | writer:various | penciller (cover):Tom Raney | artist:Gus Vazquez | editor:Jeff Youngquist,, | onsaleDate:2011-04-27T00:00:00-0400 | focDate:2011-04-13T00:00:00-0400 | unlimitedDate:2013-04-08T00:00:00-0400, | printPrice:4.99 ,2011,4

