14947,New X-Men (2001) #128,128,106190,5,, | Banshee (Theresa Rourke) | Cannonball | Cyclops | Darkstar | Emma Frost | Jean Grey | Professor X | Rictor | X-Men, | letterer:Comicraft | letterer:Richard Starkings | letterer:Saida Temofonte | penciller:Igor Kordey | editor:Mike Marts | colorist:Dave McCaig | writer:Grant Morrison | penciller (cover):Ethan Van Sciver | inker:Tim Townsend,, | onsaleDate:2002-08-15T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-12-03T00:00:00-0500 | digitalPurchaseDate:2011-07-26T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2002,6

