1731,Black Panther (2005) #2,2,47474,35,"Who is the Black Panther? Part 2 (of 6) While a team of super-powered mercenaries prepares their assault on Wakanda, a contest is underway in that warrior kingdom: Who will be the next Black Panther?", | Black Panther, | letterer:Chris Eliopoulos | writer:Reginald Hudlin | inker:Klaus Janson | penciller (cover):Esad Ribic | penciller:John Romita JR. | colorist:Dean White,, | onsaleDate:2005-03-16T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2010-07-07T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2005,3
 
