27545,Avengers: The Initiative (2007) #28,28,33826,71,"The seeds of discontent bear fruit in the new Initiative as several members rebel against Norman Osborn's new regime, and one state team openly secede. But Norman and the Taskmaster don't take kindly to disobedience. ", | Constrictor | Justice | Norman Osborn | Prodigy | Taskmaster | Tigra (Greer Nelson) | Trauma, | inker:Roger Bonet | letterer:Joe Caramagna | penciller (cover):Matteo De Longis | colorist:Edgar Delgado | writer:Christos Gage | editor:Bill Rosemann | penciller:Rafa Sandoval,, | onsaleDate:2009-09-23T00:00:00-0400 | focDate:2009-09-03T00:00:00-0400 | unlimitedDate:2011-03-08T00:00:00-0500 | digitalPurchaseDate:2011-10-18T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,9
 
