48332,Silver Surfer (2014) #5,5,31125,69,"The demon, Shuma Gorath, is ready to cast the Earth into Eternal Chaos! The problem is, if the Silver Surfer, the Hulk, and Dr. Strange CAN find a way to stop him... ...it&#39;s Dawn Greenwood who will have to pay the price... with her life.",, | penciller (cover):Michael Allred | writer:Dan Slott,, | onsaleDate:2014-08-27T00:00:00-0400 | focDate:2014-08-04T00:00:00-0400 | unlimitedDate:2015-02-23T00:00:00-0500 | digitalPurchaseDate:2014-08-27T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
