29098,Secret Avengers (2010) #7,7,59999,13," After Shang-Chi is captured, the Secret Avengers must spring into action to save him. Putting their morals on the line, the team must decide how far they are really willing to go to save him. ", | Black Widow | Moon Knight | Shang-Chi, | writer:Ed Brubaker | penciller:Mike Deodato,, | onsaleDate:2010-11-24T00:00:00-0500 | focDate:2010-11-13T00:00:00-0500 | unlimitedDate:2012-10-10T00:00:00-0400 | digitalPurchaseDate:2012-04-17T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,11
 
