34118,Amazing Spider-Man (1999) #640,640,73656,6,"ONE MOMENT IN TIME PART 3 How did the world REALLY forget Peter Parker was Spider-Man? What does the future hold for Peter & Mary Jane? ", | Spider-Man, | letterer:Joe Caramagna | writer:Joe Quesada | penciller (cover):Paolo Rivera,, | onsaleDate:2010-08-18T00:00:00-0400 | focDate:2010-07-29T00:00:00-0400 | unlimitedDate:2011-07-25T00:00:00-0400 | digitalPurchaseDate:2011-09-20T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,8
 
