47615,The Superior Foes of Spider-Man (2013) #12,12,17826,125,"Voted one the best mainstream superhero comicS of 2013 by THE ONION A.V. CLUB! - Only Five villains stand between New York and total chaos. - The problem? Those villains are the Superior Foes. - Spencer, Lieber, and utter chaos on the streets of Manhattan. Buy it. ",, | artist:Steve Lieber | writer:Nick Spencer,, | onsaleDate:2014-06-04T00:00:00-0400 | focDate:2014-03-19T00:00:00-0400 | unlimitedDate:2014-12-08T16:55:19-0500 | digitalPurchaseDate:2014-06-04T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
