38116,Marvel Universe Vs. Wolverine (2011) #3,3,15583,149,"The Hulk and The Thing don't want a cure; they want to conquer and devour. From the ruins three heroes rise to form a last line of resistance. With a gun, with a shield and with claws! ", | Captain America | Wolverine, | penciller (cover):Jock | penciller:Laurence Campbell | writer:Jonathan Maberry,, | onsaleDate:2011-08-17T00:00:00-0400 | focDate:2011-08-03T00:00:00-0400 | unlimitedDate:2012-08-01T00:00:00-0400 | digitalPurchaseDate:2011-09-20T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,8
 
