30624,Uncanny X-Men (1963) #527,527,69052,9,"THE FIVE LIGHTS PART 2 Gabriel Cohuelo finds his life irrevocably changed one day when he begins moving at superhuman speed. Could he be a new mutant? ", | X-Men, | penciller:Terry Dodson | penciller:Whilce Portacio | writer:Matt Fraction,, | onsaleDate:2010-08-18T00:00:00-0400 | focDate:2010-07-29T00:00:00-0400 | unlimitedDate:2011-07-06T00:00:00-0400 | digitalPurchaseDate:2012-02-14T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,8
 
