14945,New X-Men (2001) #126,126,110718,2,, | Archangel | Beak | Beast | Cyclops | Emma Frost | Gladiator (Kallark) | Lilandra | Manta | Professor X | Smasher (Vril Rokk) | Spider-Man | Stepford Cuckoos | Wolverine | X-Men | Xorn (Kuan-Yin Xorn), | letterer:Comicraft | letterer:Jimmy Betancourt | letterer:Richard Starkings | letterer:Saida Temofonte | editor:Axel Alonso | editor:Mike Marts | editor:Mark Powers | penciller:Greg Capullo | colorist:Brian Haberlin | colorist:Dan Kemp | colorist:Avalon Studio | inker:Danny K. Miki | inker:Tim Townsend | writer:Grant Morrison | writer:Ron Zimmerman | penciller (cover):Frank Quitely,, | onsaleDate:2002-07-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2011-06-28T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2002,5

