48681,Uncanny X-Men (2013) #23,23,55738,31,"Charles Xavier&#39;s last will and testament is discovered. But is something concealed within the pages that might be the X-Men&#39;s ultimate undoing?",, | artist:Kris Anka | penciller (cover):Chris Bachalo | writer:Brian Michael Bendis, | Original Sin, | onsaleDate:2014-07-16T00:00:00-0400 | focDate:2014-06-23T00:00:00-0400 | unlimitedDate:2015-01-19T00:00:00-0500 | digitalPurchaseDate:2014-07-16T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
