20036,Ghost Rider (2001) #5,5,38665,55,, | Ghost Rider (Johnny Blaze), | editor:Kelly Lamy | editor:Nanci Dakesian | editor:Stuart Moore | editor:Bronwyn Taggart | writer:Devin Grayson | penciler:Trent Kaniuga | colorist:Dan Kemp | letterer:Jason Levine | letterer:Richard Starkings | inker:Danny K. Miki,, | onsaleDate:2001-12-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-09-17T00:00:00-0400, | printPrice:0 ,2001,10

