19934,Iron Man (1998) #59,59,38557,43,, | Iron Man, | editor:Tom Brevoort | editor:Marc Sumerak | letterer:Chris Eliopoulos | penciler:Mike Grell | colorist:Arsia Rozegar | colorist:Udon Studios,, | onsaleDate:2002-11-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500, | printPrice:0 ,2002,9

