20057,Elektra (2001) #14,14,31559,57,, | Elektra, | editor:Kelly Lamy | editor:Nanci Dakesian | editor:Joe Quesada | colorist:Nathan Eyring | colorist:Avalon Studios | penciler:Greg Horn | penciler:Carlo Pagualyan | inker:Danny K. Miki | writer:Greg Rucka | letterer:Richard Starkings,, | onsaleDate:2002-11-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-10-09T00:00:00-0400, | printPrice:0 ,2002,9

