24165,Nova (2007) #25,25,26172,75,"The Nova Corps rushes to the front line of the terrible conflagration between the Shi'Ar Imperium and the Kree Empire-and gets decimated! To save them, Richard Rider must wrest control of the Nova Force from no less than the Worldmind itself! ", | Nova, | writer:Dan Abnett | writer:Andy Lanning | colorist:Daniel Acuna | colorist:Impacto - Bruno Hang | editor:Alejandro Arbona | other:Chris Eliopoulos | inker:Jeffrey Huet | inker:Nelson Pereira | letterer:Cory Petit | penciller:Kevin Sharpe, | War of Kings, | onsaleDate:2009-05-28T00:00:00-0400 | focDate:2009-05-07T00:00:00-0400 | unlimitedDate:2010-02-09T00:00:00-0500 | digitalPurchaseDate:2012-05-29T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,5
 
