27346,X-Men Legacy (2008) #229,229,50766,32,"As Rogue continues her mission, Gambit goes on one of his own. His mission will push him down a dark road that will shock X-Fans everywhere! ", | X-Men, | penciller:Daniel Acuna | penciller:Mirco Pierfederici | penciller:Ibraim Roberson | writer:Mike Carey,, | onsaleDate:2009-11-18T00:00:00-0500 | focDate:2009-10-29T00:00:00-0400 | unlimitedDate:2011-01-04T16:30:53-0500 | digitalPurchaseDate:2012-06-26T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,11
 
