23110,Nova (2007) #21,21,25639,71,"Richard Rider: Nova no more? With the new Nova Corps on Earth laying down the law, is there no longer a need for the Human Rocket? Plus: guest-stars Darkhawk and the original Quasar! ", | Nova, | colorist:Guru-eFX | writer:Dan Abnett | writer:Andy Lanning | penciller:Wellington Alves | other:Chris Eliopoulos | other:Adi Granov | inker:Scott Hanna | letterer:Cory Petit,, | onsaleDate:2009-01-28T00:00:00-0500 | focDate:2009-01-08T00:00:00-0500 | unlimitedDate:2013-05-22T10:16:16-0400 | digitalPurchaseDate:2012-01-10T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,1
 
