27524,Captain America (2004) #600,600,10858,181,"Where were you when Captain America died?  It's the anniversary of the day Steve Rogers was killed, a day of reflection and mourning in the Marvel U...a time to look back on the things Steve did and what he stood for... or is this issue actually the beginning of the most wicked plot twist since issue 25?  Yeah, actually it's both. Plus, contributions from Cap creators past and present, including a very special essay by Joe Simon, a classic story from Cap's Golden Age, a full gallery of 600 Cap covers, and more anniversary shenanigans than you can shake a shield at! New and Reprints/Rated T  ...$4.99",, | writer:Ed Brubaker | writer:Roger Stern | writer:Mark Waid | penciller:Dale Eaglesham | penciller:Butch Guice | penciller:Alex Ross | penciller:Luke Ross,, | onsaleDate:2009-06-17T00:00:00-0400 | focDate:2009-05-28T00:00:00-0400, | printPrice:4.99 24660,Captain America (2004) #600,600,10858,181,"Where were you when Captain America died?  It's the anniversary of the day Steve Rogers was killed, a day of reflection and mourning in the Marvel U...a time to look back on the things Steve did and what he stood for... or is this issue actually the beginning of the most wicked plot twist since issue 25?  Yeah, actually it's both. Plus, contributions from Cap creators past and present, including a very special essay by Joe Simon, a classic story from Cap's Golden Age, a full gallery of 600 Cap covers, and more anniversary shenanigans than you can shake a shield at! New and Reprints/Rated T  ...$4.99",, | inker:David Aja | inker:Rafael Albuquerque | inker:Kalman Andrasofszky | inker:Mitch Breitweiser | inker:Butch Guice | colorist:Bettie Breitweiser | colorist:Frank D'Armata | colorist:Edgar Delgado | colorist:Marte Gracia | colorist:Matt Hollingsworth | colorist:Paul Mounts | writer:Ed Brubaker | writer:Roger Stern | writer:Mark Waid | letterer:Joe Caramagna | penciller:Howard Chaykin | penciller:Dale Eaglesham | penciller:Steve Epting | other:Chris Eliopoulos,, | onsaleDate:2009-06-17T00:00:00-0400 | focDate:2009-05-28T00:00:00-0400 | unlimitedDate:2010-03-30T00:00:00-0400 | digitalPurchaseDate:2011-02-16T00:00:00-0500, | printPrice:4.99 | digitalPurchasePrice:1.99 ,2009,7

