30425,Hulk (2008) #30,30,32907,41,"THE ORIGINAL RED HULK ARTIST RETURNS!!! Ed McGuiness draws a special (and especially insane) issue of HULK! A classic Hulk enemy returns, and can only be defeated by...THE COMPOUND HULK! Guest-starring XEMNU, THE IMPOSSIBLE MAN and WOODGOD (yes, Woodgod)! ", | Hulk | Impossible Man | Red Hulk, | penciller (cover):Ed McGuinness | writer:Jeff Parker,, | onsaleDate:2011-02-16T00:00:00-0500 | focDate:2011-02-02T00:00:00-0500 | unlimitedDate:2012-01-13T00:00:00-0500 | digitalPurchaseDate:2011-12-20T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,2
 
