30230,Wolverine (2010) #4,4,52812,20,"WOLVERINE GOES TO HELL PART 4 Demonically-possessed Wolverine vs. Colossus! ", | Colossus | Iron Man | Kitty Pryde | Wolverine, | writer:Jason Aaron | penciller:Jae Lee,, | onsaleDate:2010-12-15T00:00:00-0500 | focDate:2010-11-20T00:00:00-0500 | unlimitedDate:2011-11-01T11:10:38-0400 | digitalPurchaseDate:2011-11-01T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,12
 
