17539,Avengers (1998) #54,54,56732,17,, | Avengers | Black Knight (Sir Percy of Scandia) | Captain America | Captain Marvel (Carol Danvers) | Firebird | Hank Pym | Hercules | Iron Man | Kang | Scarlet Witch | She-Hulk (Jennifer Walters) | Stingray (Walter Newell) | Thor | Vision | Wasp | Wonder Man, | letterer:Comicraft | letterer:Chris Eliopoulos | letterer:Richard Starkings | editor:Tom Brevoort | editor:Ralph Macchio | writer:Kurt Busiek | writer:Bruce Jones | penciler:Kieron Dwyer | penciler:David Finch | colorist:Matt Milla | colorist:Tom Smith | inker:Rick Remender | inker:Art Thibert,, | onsaleDate:2002-07-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-10-09T00:00:00-0400 | digitalPurchaseDate:2013-05-14T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2002,5

