10327,New Mutants (2003) #2,2,45649,23,, | New Mutants | Northstar, | editor:C. B. Cebulski | editor:Ralph Macchio | editor:Stephanie Moore | writer:Nunzio DeFilippis | writer:Christina Weir | letterer:Chris Eliopoulos | letterer:Cory Petit | penciller:Keron Grant | colorist:Dan Kemp | penciller (cover):Joshua Middleton | inker:Rob Stull,, | onsaleDate:2003-08-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500, | printPrice:0 ,2003,6

