14247,Wolverine (2003) #3,3,33124,60,"Logan heads to another town on another lead. But someone has followed him out there. Can Logan get to the bottom of this murder case before the people responsible claim another innocent life? ", | Iron Man | Wolverine, | editor:Axel Alonso | editor:John Miesegaes | editor:Warren Simons | letterer:Chris Eliopoulos | colorist:Studio F | inker:Tom Palmer | penciller (cover):Esad Ribic | penciller:Darick Robertson | writer:Greg Rucka,, | onsaleDate:2003-09-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2012-04-25T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99,2005,4
 
