32725,New Avengers (2010) #9,9,60914,6,"Infinity Part One. Of all of the secrets that are held within the Marvel Universe nothing is more shocking than the one that will be revealed in this brand-new storyline. before S.H.I.E.L.D, before the birth of the super hero, what deep dark secret has Nick Fury held for all of these decades and how has it come back to terrorize everyone?! Series writer Brian Michael Bendis teams up once again with Marvel superstar Mike Deodato for the first time since their chart-busting run on Dark Avengers. And joining them is comics legend Howard Chaykin for Fury flashbacks that will delight and startle you. Plus: another illustrated chapter of the oral history of the Avengers! ", | Avengers | Iron Fist (Danny Rand) | Luke Cage | Nick Fury | Wolverine, | writer:Brian Michael Bendis | editor:Tom Brevoort | penciller:Howard Chaykin | penciller (cover):Mike Deodato,, | onsaleDate:2011-02-09T00:00:00-0500 | focDate:2011-01-26T00:00:00-0500 | unlimitedDate:2012-01-17T00:00:00-0500 | digitalPurchaseDate:2012-10-02T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,2
 
