16081,Fantastic Four: 1234 (2001) #1,1,52165,27,, | Doctor Doom | Fantastic Four | Human Torch | Mr. Fantastic | Thing, | editor:Kelly Lamy | editor:Nanci Dakesian | editor:Stuart Moore | letterer:Wes Abbot | penciler:Jae Lee | writer:Grant Morrison | colorist:Jose Villarrubia,, | onsaleDate:2001-10-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2011-06-14T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2001,7

