2165,Black Panther (2005) #6,6,35261,58,"Who is the Black Panther? Part 6 (of 6) It's a rumble in the jungle as the Wakandan royal family squares off against the Radioactive Man, and the Black Panther goes toe-to-toe with his arch-nemesis Klaw in a battle royale!", | Black Panther, | penciller (cover):Kaare Andrews | letterer:Randy Gentile | writer:Reginald Hudlin | inker:Klaus Janson | penciller:John Romita JR.,, | onsaleDate:2005-07-27T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2010-07-20T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2005,7
 
