23922,Uncanny X-Men (1963) #508,508,76436,12,"The X-Men get up to the delicate art of living as the Sisterhood plan their imminent demise. The Science Team gets to work, trying very hard not to kill one another first. Simon Trask gains traction in the California state legislature, muscling PROPOSITION X to an emergency ballot vote. If it passes, mutants past and present, powered and otherwise, won't be allowed to breed... all this and a friend returns as a foe and ready for murder. Oh, things are getting ugly.,2009,4
 Rated T  ...$2.99", | X-Men, | letterer:Joe Caramagna | other:Chris Eliopoulos | writer:Matt Fraction | penciller:Greg Land | inker:Jay Leisten | colorist:Justin Ponsor,, | onsaleDate:2009-04-15T00:00:00-0400 | focDate:2009-03-26T00:00:00-0400, | printPrice:2.99
 23920,Uncanny X-Men (1963) #508,508,76436,12,"SISTERHOOD PART 1Simon Trask gains traction in the California state legislature, muscling Proposition X to an emergency ballot vote. If it passes, mutants past and present, powered and otherwise, won't be allowed to breed...  ", | X-Men, | letterer:Joe Caramagna | writer:Matt Fraction | penciller:Greg Land | inker:Jay Leisten | colorist:Justin Ponsor,, | onsaleDate:2009-04-15T00:00:00-0400 | focDate:2009-03-26T00:00:00-0400 | unlimitedDate:2009-08-26T00:00:00-0400 | digitalPurchaseDate:2011-11-30T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99
 
