22323,Cable (2008) #7,7,43452,59,"WAITING FOR THE END OF THE WORLD PART 1 It's Bishop versus X-Force in a battle that will have the X-Men's time-travelling former ally using all the tricks up his sleeve! ", | Beast | Bishop | Cable | Cyclops | Emma Frost | Hope Summers | Warpath | Wolfsbane | Wolverine | X-23, | editor:Axel Alonso | letterer:Joe Caramagna | penciller (cover):Ariel Olivetti | writer:Duane Swierczynski,, | onsaleDate:2008-10-01T00:00:00-0400 | focDate:2008-09-11T00:00:00-0400 | unlimitedDate:2009-09-30T00:00:00-0400 | digitalPurchaseDate:2010-11-24T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,10
 
