41142,Villains for Hire (2011) #1,1,15519,133,"Why has Misty Knight hired psychopaths like Tiger Shark and Speed Demon? Because the Purple Man is out to build a criminal empire with an army including Avalanche, Shocker and the all-new Scourge! Let the baddest man (or woman) win! ", | Misty Knight | Purple Man | Shocker (Herman Schultz), | writer:Dan Abnett | writer:Andy Lanning | artist:Rodolfo Migliari | colorist:Jay David Ramos,, | onsaleDate:2011-12-07T00:00:00-0500 | focDate:2011-11-23T00:00:00-0500 | unlimitedDate:2012-11-19T00:00:00-0500 | digitalPurchaseDate:2011-12-07T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,12
 
