19940,Iron Man (1998) #64,64,44519,31,, | Avengers | Captain America | Doctor Doom | Iron Man | Sif | Thor | Vision, | letterer:Jimmy Betancourt | letterer:Albert Deschesne | letterer:Richard Starkings | editor:Tom Brevoort | editor:Marc Sumerak | penciler:Olivier Coipel | penciler:Alan Davis | writer:Mike Grell | writer:Geoff Johns | colorist:Dave Kemp | colorist:Chris Sotomayor | inker:Andy Lanning | inker:Robin Riggs,, | onsaleDate:2003-03-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-04-01T00:00:00-0400 | digitalPurchaseDate:2010-07-13T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2003,1

