26128,Torch (2009) #2,2,18104,117,"The resurrection of the Torch!  The Mad Thinker proceeds with his investigation into the Jim Hammond's nature and origin, in order to rebuild him and put him in the service of A.I.M.  But the Thinker's true goals go far beyond his brief, and in his hands, all knowledge is power. Rated T  ...$3.99",, | penciller:Patrick Berkenkotter | penciller:Alex Ross | writer:Mike Carey | letterer:Todd Klein,, | onsaleDate:2009-10-07T00:00:00-0400 | focDate:2009-09-17T00:00:00-0400 | unlimitedDate:2010-10-28T00:00:00-0400, | printPrice:3.99 ,2009,10

