50937,Deadpool: Dracula's Gauntlet (2014) #4,4,36581,82,"- You saw Deadpool's marriage to the succubus queen Shiklah, now see their first meeting and romance! - The hit series originally presented as a Marvel Infinite Comic makes the leap to the paper medium for the first time! - When Dracula hires Deadpool to transport a highly-valuable delivery for him, he has no idea what kind of trouble he's in for. Guest-starring Blade, M.O.D.O.K., Hydra Bob, Werewolf by Night, and more-hop on with Deadpool for a crazy journey across the world...and into the heart of the Merc with the Mouth! - Note: part of issue #1 contains content from the free DEADPOOL: THE GAUNTLET #1. ",, | penciller (cover):Reilly Brown | writer:Gerry Duggan | writer:Brian Posehn,, | onsaleDate:2014-07-30T00:00:00-0400 | focDate:2014-07-07T00:00:00-0400, | printPrice:3.99
 
