43110,Untold Tales of the Punisher Max (2010) #2,2,42459,30,"<ul><li> JASON LATOUR (BPRD, Loose Ends) takes the Punisher Max reins for an issue </li><li> Frank gets involved in the most twisted encounter ever.</li></ul> ",, | penciller (cover):Kaare Andrews | writer:Jason Latour,, | onsaleDate:2012-07-18T00:00:00-0400 | focDate:2012-07-04T00:00:00-0400, | printPrice:3.99,2011,8
 
