21733,Punisher War Journal (2006) #22,22,25542,99,"In the aftermath of last month's issue, there's nothing left for the survivors to do but pick up the pieces. Frank might have outsmarted Jigsaw for the time being, but at what price? And what comes next? Jigsaw's not going to give up that easy. Frank and Bridge finally have the face-to-face showdown you've been waiting for. And Clarke refuses to sit on the sidelines while S.H.I.E.L.D. has their way with his partner. All points converge on the Brooklyn Bridge in this explosive,2008,8
<br>penultimate chapter of JIGSAW.
<br>Parental Advisory ...$2.99
<br>",, | letterer:Joe Caramagna | inker:Howard Chaykin | colorist:Edgar Delgado | colorist:Alex Maleev | other:Chris Eliopoulos | writer:Matt Fraction | writer:Rick Remender,, | onsaleDate:2008-08-06T00:00:00-0400 | focDate:2008-07-17T00:00:00-0400 | unlimitedDate:2009-10-19T00:00:00-0400, | printPrice:2.99
 
