26823,Ultimate Comics Avengers (2009) #1,1,94885,5,"When a highly-classified secret threatens Captain America, only the newly-returned Nick Fury has the tools to bring the mysterious figure down! Project Avengers is a go! ",, | other:Chris Eliopoulos | colorist:Laura Martin | colorist:Justin Ponsor | inker:Danny K. Miki | writer:Mark Millar | penciller:Carlos Pacheco | letterer:Cory Petit,, | onsaleDate:2009-08-12T00:00:00-0400 | focDate:2009-07-23T00:00:00-0400 | unlimitedDate:2010-10-15T00:00:00-0400 | digitalPurchaseDate:2012-01-10T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2009,8
 
