47812,Inhuman (2014) #3,3,37159,51,"- The first arc of Inhuman climaxes in the battle of Medusa vs. Lash! - Uncover the secret history of an ancient branch of Inhumans! - A new Inhuman named Flint sees his world fall apart before his eyes! ",, | penciller (cover):Joe Madureira | writer:Charles Soule,, | onsaleDate:2014-08-13T00:00:00-0400 | focDate:2014-07-21T00:00:00-0400 | unlimitedDate:2015-02-09T00:00:00-0500 | digitalPurchaseDate:2014-08-13T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
