30060,Daken: Dark Wolverine (2010) #4,4,30726,56,"Dead men are hardly ever in good company, and Daken's no exception. With everyone thinking he's a goner, Daken now goes to work establishing his new costumed identity. You thought Dark Wolverine was killer, you ain't seen nothing yet. 32 PGS./Parental Advisory ...$2.99",, | penciller:Giuseppe Camuncoli | writer:Marjorie Liu,, | onsaleDate:2010-12-29T00:00:00-0500 | focDate:2010-12-16T00:00:00-0500 | unlimitedDate:2013-01-04T00:00:00-0500 | digitalPurchaseDate:2012-03-06T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2010,12

