21528,X-Factor (2005) #33,33,53078,37,"SECRET INVASION TIE IN Darwin and Longshot show up! X-Factor's new digs! ", | X-Men, | colorist:Boo Cook | colorist:Jeromy Cox | writer:Peter David | other:Chris Eliopoulos | letterer:Cory Petit | inker:Jonathan Sibal | penciller:Larry Stroman, | Secret Invasion, | onsaleDate:2008-07-16T00:00:00-0400 | focDate:2008-06-26T00:00:00-0400 | unlimitedDate:2009-02-11T00:00:00-0500 | digitalPurchaseDate:2012-02-29T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,7
 
