15879,World War Hulk: Front Line (2007) #1,1,84334,15,"The Hulk has returned to Earth on a collision course with some of Marvel's mightiest heroes...so what does that mean for the ordinary people caught in the crossfire? Ben Urich and Sally Floyd pound the pavement to uncover the story behind the story! ", | Black Bolt | Hulk, | penciller:Ramon Bachs | writer:Paul Jenkins | penciller (cover):John Watson, | World War Hulk, | onsaleDate:2007-06-27T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-05-29T00:00:00-0400 | digitalPurchaseDate:2011-08-02T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2007,6
 
