19914,Iron Man (1998) #40,40,39552,27,, | Hulk | Iron Man | Thor | Wasp, | colorist:Vlm | editor:Bobbie Chase | editor:Andrew Lis Assistant Editor | penciler:Keron Grant | penciler:Bob Layton | penciler:Leonardo Manco | penciler:Alitha Martinez | penciler:Adam Pollina | penciler:John Romita JR. | penciler:Eric Shanower | penciler:Mike Wieringo | letterer:Richard Starkings | writer:Frank Tieri,, | onsaleDate:2001-05-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500, | printPrice:0 ,2001,3

