8462,Deadpool (1997) #1,1,41286,42,"After swindling some Girl Scouts, Deadpool takes on another ""easy"" mission -- taking out an unmanned research station. Simple, right? Unfortunately, it's not only very manned...but also brimming with gamma radiation!", | Deadpool | Sasquatch (Walter Langkowski) | Wolverine | X-Men, | letterer:Comicraft | letterer:Ni | letterer:Richard Starkings | colorist:Digital Chameleon | colorist:Christian Lichtner | editor:Bob Harras | editor:Matt Idelson | editor:Paul Tutrone | writer:Joe Kelly | inker:Norman Lee | inker:Nathan Massengill | penciller (cover):Ed McGuinness,, | onsaleDate:1997-01-10T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-10-13T00:00:00-0400 | digitalPurchaseDate:2011-01-12T00:00:00-0500, | printPrice:0 | digitalPurchasePrice:1.99 ,2001,8

