236,Wolverine (2003) #11,11,69667,12,"COYOTE CROSSING PART 5 The final showdown between Logan and Rojas starts here! ", | Iron Man | Wolverine, | penciller (cover):Leandro Fernandez | writer:Greg Rucka,, | onsaleDate:2004-02-18T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2012-04-24T00:00:00-0400, | printPrice:2.25 | digitalPurchasePrice:1.99,2004,2
 
